Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
517,The Penthouse: War in Life,SBS,['Joo Dong Min'],['Kim Soon Ok'],2020-10-26,2021-01-05,"Monday, Tuesday",2020,21,243.0,"The residents of Hera Palace, a luxury penthouse apartment with 100 floors, have many secrets and hidden ambitions. Sim Su Ryeon, who was born into wealth, is the queen of the penthouse apartment. Cheon Seo Jin, the prima donna of the residence, does all she can to give everything to her daughter. Oh Yoon Hee comes from a poor family background, but she strives to enter high society by becoming the queen of the penthouse, the pinnacle of success in her eyes. A battle for wealth, power, and prestige at Seoul’s most coveted penthouse begins.(Source: KOCOWA)","['Kim So Yeon', 'Lee Ji Ah', 'Eugene']",펜트하우스
518,Daily Moon's,,['Han Da Weon'],,2020-10-23,2020-12-18,Friday,2020,9,100.0,"'Daily Moons', a web drama about the stories of youth unfolding in the 'Cafe Daily Moons' that grants wishes. Kang Ji Hoon is a man who lives with regret after committing school violence because jealousy was blind in the play. (Source: NBN News) ",,데일리문스
519,My YouTube Diary Season 2,Tooniverse,,,2020-10-23,2020-12-11,Friday,2020,8,90.0,,"['Kim Ri Won', 'Yoon Hye Rim']",조아서 구독중2
520,My Wonderful Roommate 2,,,,2020-10-22,2020-12-24,Thursday,2020,10,90.0,"Living together in a full-fledged in-house relationship. There is no right answer to the relationship, but how will the two couples solve the problems that arise during the relationship? Even more dizzy and breathtaking office romance begins. ","['Son Ye Ji', 'Choi Joon Han']",두근두근 출근2
521,The Spies Who Loved Me,iQiyi MBC,['Lee Jae Jin'],['Lee Ji Min'],2020-10-21,2020-12-17,"Wednesday, Thursday",2020,16,262.0,"Kang Ah Reum is a wedding dress designer who has been married twice. Her two husbands harbor many secrets and Ah Reum gets swept up in them. Jun Ji Hoon disguises himself as a travel writer, but he is actually a secret agent for Interpol. His job as a secret agent is a way for Jun Ji Hoon to support himself financially. He is currently divorced. He was married to Kang Ah Reum, but they divorced without Kang Ah Reum learning about his secret life as a spy.Kang Ah Reum now works as a wedding dress designer. She met Derek Hyun after her divorce and they eventually married. Her current husband works as a diplomatic official and seems gentle and warm. His secret is that he is actually a cold-blooded industrial spy. Derek Hyun treats his wife sweetly, but, for his job as an industrial spy, he will do anything. He loves Kang Ah Reum sincerely, but he also hides his true self from her.(Source: KoreanDrama.org)","['Yoo In Na', 'Im Joo Hwan', 'Eric Mun']",나를 사랑한 스파이
522,Start-Up,Netflix tvN,['Oh Choong Hwan'],['Park Hye Ryun'],2020-10-17,2020-12-06,"Saturday, Sunday",2020,16,319.0,"Set in one of the world’s most advanced tech sector, “Start Up” tells the tale of the razor-thin margins between ultimate success and abject failure. The story takes place in the fictional Sandbox Company,  where the journey of four unique people is told.After a revolving door of unfulfilling retail jobs, Seo Dal Mi is unsatisfied with the current trajectory of her life. Her soul longs for a grand adventure that sees her at the top and managing her own company. Although she does not have much to offer, she has big dreams, red hot ambition, and the soul of a pioneer.A constant source of his family's pride as a child, Nam Do San as an adult is the founder of Sam San Tech, a fledgling start-up company that is looking to transition into bigger endeavors. But a vague dream and limited ambition see his company flounder. Unknown to him, the tailwinds of fate has begun to fill up SST's sails.Han Ji Pyeong, a man who does not want to owe anyone anything, owes a large debt to one special person who helped him greatly in the past. His role in the start-up world sees him as Judge, Jury, and Executioner, as his pragmatic advice sees the futures of start-ups either rise into greatness or fall into obscurity.Tired of doing all the work, but seeing the credit go to someone else, Won In Jae yearns to prove herself in a male-dominated industry, as a capable woman who can succeed without the advantages her privileged childhood has given her.(Source: Kimsamsoom at MyDramaList)","['Bae Suzy', 'Kang Han Na', 'Nam Joo Hyuk', 'Kim Seon Ho']",스타트업
523,Search,OCN,['Im Dae Woong'],"['Goo Mo', 'Go Myung Joo']",2020-10-17,2020-11-15,"Saturday, Sunday",2020,10,360.0,"Yong Dong Jin is a conscript sergeant in the South Korean armed forces. He is also the military’s leading sniffer dog handler and is just one month away from receiving his long-awaited discharge.But with just weeks to go until he can rejoin the civilian world, a mysterious case threatens to suck him into a long, troublesome intrigue.In the demilitarized zone (DMZ), the area between North and South Korea, a suspected murder in bizarre circumstances piques the army’s attention.The army leaders decide to form an elite search party to scour the DMZ for clues, enlisting Yong Dong Jin and his keen-nosed dogs. Also joining the team will be Son Ye Rim, a relatively green but highly promising soldier who received much of her training in the United States.However, as the party begins to investigate, its members quickly begin to realize that whatever it is they are hunting does not appear to be human…(Source: Viki)","['Yoon Park', 'Jang Dong Yoon', 'Lee Hyun Wook', 'Krystal Jung', 'Moon Jung Hee']",써치
524,Intern Z,Naver TV Cast vLive,,,2020-10-14,2020-11-12,"Wednesday, Thursday",2020,6,120.0,,"['Park Si Young', 'Ahn Jung Hun', 'Choi Hong Gyu', 'Park Yun']",인턴Z
525,Single & Ready to Mingle,,,['Kang Dong Hee'],2020-10-13,2020-11-04,"Tuesday, Wednesday",2020,8,112.0,"Bong Joo Yi and Ji Yeon Seo are best friends who have been single all their lives. Things take a different turn when they share a house with three men, resulting in a chaotic daily life and the anticipation of a possible ""first love"".(Source: Allkpop) ","['Kim Do Yeon', 'Choi Yoo Jung', 'Kim Min Chul', 'Moon Ji Hoo', 'Jung Hyo Jun']",我凭本事单身
526,My Fuxxxxx Romance,Naver TV Cast vLive,['Baek Min Hee'],,2020-10-11,2020-10-29,"Thursday, Sunday",2020,6,150.0,"The four become friends in a club bar, and their relationship develops. They do not consider each other friends but want to love each other. Some are loyal and want to start a real relationship, but some want fun and playfulness. A love drama about friends looking for a free relationship and falling into a complicated love relationship with each other. How will their relationship play out? Will they remain friends or lovers? ","['Shin Yeon Suh', 'Oh Dong Min', 'Kim Yi Kyung', 'Kim Seung Ho']",마이 퍽킹 로맨스
527,Sugar Coating,,,,2020-10-08,2020-11-12,Thursday,2020,6,90.0,"The web-drama ""Sugar Coating"" is a growth romance drama of five young people who have difficulty in love and tells the story of finding sincerity in a relationship entangled with sweet lies.(Source: HanCinema) ","['Kim Ji Hoon', 'Kim Hyun Jin', 'Xeheun', 'Ahn Ye Won', 'Cho Eun Seo']",슈가코팅
528,Private Lives,jTBC Netflix,['Nam Gun'],['Yoo Sung Yeol'],2020-10-07,2020-11-26,"Wednesday, Thursday",2020,16,281.0,"Swindlers come across a secret of the nation and try to reveal the secret. They must go up against a large company by using all of their skills.Lee Jung Hwan is a team leader for the major corporation. He looks like an ordinary company employee, but he is a mysterious figure. Cha Joo Eun is a swindler, who has the looks of a sweet and innocent woman. She supports herself with her crimes. Jung Bok Ki is a professional swindler. She often targets other swindlers. She is elegant and also charismatic. Kim Jae Wook is Jung Bok Ki’s partner in crime.(Source: AsianWiki)","['Go Kyung Pyo', 'Kim Hyo Jin', 'Seo Hyun', 'Kim Young Min', 'Tae Won Seok']",사생활
529,Do Do Sol Sol La La Sol,KBS2 Netflix,"['Kim Min Kyung', 'Goo Sung Joon']",['Oh Ji Young'],2020-10-07,2020-11-26,"Wednesday, Thursday",2020,16,236.0,"Goo Ra Ra is a naive rich girl, who dreams of being a great pianist with her father's love guiding her. But her path becomes rocky when her father passes away, and she finds herself going bankrupt. Being scammed of a home and needing an escape, she goes on a ride where she encounters an accident trying to avoid Sun Woo Joon, a diligent worker trying to make ends meet. Being hospitalized with a broken arm and no place to go, guilty Sun Woo Joon decides to take responsibility and take care of her. With Go Ra Ra’s naive personality, she slowly begins creeping into Sun Woo Joon's heart, while trying to deal with the challenges of living an adult life.(Source: Edenie at MyDramaList)","['Kim Joo Heon', 'Lee Jae Wook', 'Go Ah Ra']",도도솔솔라라솔
530,Tale of the Nine-Tailed,tvN,"['Kang Shin Hyo', 'Jo Nam Hyung']",['Han Woo Ri'],2020-10-07,2020-12-03,"Wednesday, Thursday",2020,16,262.0,"The mythical nine-tailed fox, or gumiho, Lee Yeon had to settle in the city many centuries ago. Able to transform into human form, he eradicates supernatural beings that threaten the mortal world. His real aim is to find the reincarnation of his lost first love.The talented television producer Nam Ji Ah works on a show that features urban myths. In the past, her parents were involved in a mysterious car accident and disappeared, and she suspects that Lee Yeon might be connected with this accident.The half-brother to Lee Yeon is the captivating Lee Rang. Despite being half-human himself, he harbors a deep-seated contempt for all people. For sport, he will unleash his seductive prowess upon his human-du-jour by promising to grant them their wishes, only to trick them into paying a hefty price for their earthly desires.(Source: Lee Cox at MyDramaList)","['Lee Dong Wook', 'Kim Bum', 'Jo Bo Ah']",구미호뎐
531,My Dangerous Wife,MBN,['Lee Hyung Min'],['Hwang Da Eun'],2020-10-05,2020-11-24,"Monday, Tuesday",2020,16,262.0,"Shim Jae Kyung is smart, kindhearted and wealthy. She is married to Kim Yoon Chul. They have been married for the past 6 years. Shim Jae Kyung enjoys her happy married life with her husband, but she becomes involved in a mysterious kidnapping case.Her husband, Kim Yoon Chul, is a popular chef. He has a good looking appearance and cheerful personality. He has an ordinary married life with his wife, but he feels Shim Jae Kyeong is awful and gets bored with his marriage. Meanwhile, Jin Sun Mi works at Kim Yoon Chul’s Italian restaurant. She has a special relationship with Kim Yoon Chul. She will do anything to get what she wants.(Source: AsianWiki)","['Choi Won Young', 'Choi Yoo Hwa', 'Kim Jung Eun']",나의 위험한 아내
532,Special Record on Earth,,,,2020-09-29,2020-12-08,,2020,10,60.0,,['Kang Seung Yeon'],지구에서의 특별한 기록
533,Yeokkeuni,,,,2020-09-29,2020-10-27,Tuesday,2020,5,96.0,"Gu Il lives with her boyfriend. And the story begins with her explaining how they met. And the ups and downs both couples went through and how they got diverted from their relationship and realised their fault, and started living together in the end. ",,여끄니
534,More Than Friends,jTBC Viki,['Choi Sung Bum'],['Jo Seung Hee'],2020-09-25,2020-11-28,"Friday, Saturday",2020,16,255.0,"Ten years ago, Kyung Woo Yeon was as innocent and carefree as any eighteen year old might be. With dreams, ambitions, and a heart ready to love, it was only a matter of time before she fell for someone. And fall she did; for her friend, Lee Soo. Unable to hold her feelings in her heart, she confesses to him before he leaves and gets friend-zoned. Seven years later, she tries her luck again only to be rejected again. She is determined to get over what she considers this curse of not being able to experience love. One lonely day in Jeju, she declares confidently that she no longer likes him and decided to leave him. He too leaves Korea having a heavy pang in his heart.  She had tried every trick to get over this curse that she had, having almost 12 ex-boyfriends. Till one day, when she finds a guy, Joon Soo who offers to be her test man and help her determine whether the fault lies in her or the men she has dated. Having been traumatized by the divorce of his parents in the past, Lee Soo always stops himself from love and choose to not start something so that it won't end. After 3 years leaving Jeju island and his memory of Woo Yeon, Lee Soo comes back to Korea and find her with another man, but this time he hopes to face his feelings and not let his past overshadow him.(Source: jTBC)","['Ahn Eun Jin', 'Shin Ye Eun', 'Ong Seong Wu', 'Kim Dong Jun', 'Choi Chan Ho', 'Baek Soo Min']",경우의 수
535,The School Nurse Files,Netflix,['Lee Kyung Mi'],['Chung Se Rang'],"Sep 25, 2020","Sep 25, 2020",Friday,2020,6,510.0,"An Eun Young is a new nurse teacher at school. She has a special ability to see jelly like monsters that are made from residue of human desire and she can also eradicate these jellies. She uses a toy knife and a BB gun to take out the jellies. She senses that a mysterious event takes place at her school.Hong In Pyo is a Chinese language teacher at the same school. Hong In Pyo has a special energy. In order to protect the students, An Eun Young and Hong In Pyo work together to eradicate these jellies.(Source: AsianWiki)","['Nam Joo Hyuk', 'Jung Yu Mi']",보건교사 안은영
536,Zombie Detective,KBS2,['Shim Jae Hyun'],['Baek Eun Jin'],2020-09-21,2020-10-27,"Monday, Tuesday",2020,24,75.0,"A zombie and a writer team up to solve crimes in this thrilling drama that explores what happens when someone actually comes back to life. After being secretly buried on a hill, Moo Young comes back to life as a zombie thanks to illegally dumped medical waste. With his memory gone, he eventually accepts reality and does whatever he can to walk and look like a human. Luckily, his peculiarly developed sense of smell allows him to position himself as one of the prominent businesses in the field of private investigation, finding the bodies of those who are reported missing. Sun Ji, who once was a writer for a TV show that deals with issues regarding current affairs, is employed as a part-time assistant at Moo Young’s agency. While being emotional, hot-tempered, and willing to stamp out justice at all costs, Sun Ji finds out that Moo Young is a zombie. As she helps the zombie detective look for the traces of his lost memories, she comes to realize how Moo Young is related to one of her previous cases.(Source: Viki)~~ Two versions available: 24 episodes (TV) || 12 episodes (online)","['Choi Jin Hyuk', 'Park Ju Hyun']",좀비탐정
537,18 Again,jTBC,['Ha Byung Hoon'],"['Kim Do Yeon', 'Ahn Eun Bin', 'Choi Yi Ryun']",2020-09-21,2020-11-10,"Monday, Tuesday",2020,16,262.0,"After nearly twenty years of marriage, Jung Da Jung and Hong Dae Young seem to be well settled in their domestic lives. The proud parents of a pair of eighteen year old twins, the devoted couple have worked hard to build a happy home together. But what seems like an ideal life on the outside is really anything but. Fed up with Dae Young’s incessant nonsense, Da Jung is at her wits’ end. When Dae Young announces that he’s been fired, Da Jung gives up completely. Convinced life would be better without her husband in it, Da Jung wastes no time in filing for divorce.Shaken by his wife’s decision to leave him and utterly disappointed in where life has taken him, Dae Young takes a hard look at his life. It doesn’t take him long to see all the places where things went wrong, and soon he finds himself regretting absolutely everything about his life. The moment the thoughts of regret enter his head, his body is instantly transformed into that of an eighteen year old, while his thirty-seven year old mind remains intact. Suddenly given the chance to re-do his entire life, Dae Young changes his name to Ko Woo Young and enrolls himself in his children's’ school. Seeing life from an entirely different perspective, Dae Young soon finds that despite keeping his middle-aged brain, he still has a lot to learn. (Source: Viki)~~ Remake of the American film “17 Again"" [2009].","['Lee Do Hyun', 'Kim Ha Neul', 'Yoon Sang Hyun']",18 어게인
538,Homemade Love Story,KBS2,['Hong Seok Goo'],['Yoon Kyung Ah'],2020-09-19,2021-03-07,"Saturday, Sunday",2020,100,21.0,"Three families live under one roof at a boarding house called Samkwang Villa. Soon Jung's family lives a pure and simple life and doesn't have a lot of money. Jung Ho's family is rich but is far from peaceful. Jung Won's family looks perfect from the outside but is actually quite rocky. Others join these families at Samgwang Villa, each with their own stories. What is the meaning of family in this day and age, with so many single-person households and people choosing not to get married? Let's meet the people who open their hearts to one another to live and love as a family in Homemade Love Story.(Source: Viki)","['Jin Ki Joo', 'Jin Kyung', 'Lee Jang Woo', 'Hwang Shin Hye', 'Jeong Bo Seok', 'Jeon In Hwa']",오! 삼광빌라!
539,Mr. Heart,Viki,['Park Sun Jae'],,2020-09-18,2020-10-02,Friday,2020,8,82.0,"Despite the fact that things just never seem to go his way, Sang Ha always manages to find a reason to smile. A member of the school track team, Sang Ha loves to run, but distance has never really been his thing. For Sang Ha, sprinting is what brings him the most joy. Jin Won, on the other hand, is exactly the opposite. A record breaking marathon runner in high school, Jin Won is well on his way to becoming a marathon superstar. Determined to live up to the expectations of his coaches and colleagues, Jin Won cares about one thing and one thing only: running his next race. When Jin Won finds himself struggling to maintain his record-breaking stats, his coach suggests Sang Ha step in to help as a pacemaker. Disappointed in the coach’s decision, Jin Won is anything but friendly to his new partner but with time and determination, the two runners come to find they share a similar passion, both on the track and off. As the two become closer, they begin to realize their feelings for each have taken an unexpected turn. But can they move from friend to friendlier without risking everything they’ve worked so hard to achieve?(Source: Viki)","['Han Se Jin', 'Cheon Seung Ho']",미스터 하트
540,Romance Bible,tvN,['Kang Dong Wan'],['Yoon Shi So'],2020-09-15,2020-10-06,Tuesday,2020,8,112.0,"A story of ex-lovers reuniting as a director and lead character of a webdrama. The main character who does not believe in love, writes a romance drama and various realistic things happen due to it.(Source: HanCinema) ","['Yeon Je Hyung', 'Oh Dong Min', 'Lee Jung Min', 'Shin Se Hwi', 'Park Seung Ji']",웹드라마의 법칙
541,Let Me Off the Earth,Naver TV Cast vLive,"['Kim Joon Mo', 'Wang Hye Ryung', 'Kang Min Kyung', 'Im Jung Seop']","['Jung Soo Yoon', 'Lee Ye Dam', 'Chae Ye Won']",2020-09-11,2021-08-06,Friday,2020,45,17.0,"Cho Han Gyeol stuck in a time loop that he went through the third in high school 33 times. He tried to break the loop, but the day after his graduation always became the entrance ceremony. He gave up and made a online Fortune teller that never went wrong to make fun of friends. One day, it starts to malfunction. Park Ye Jin, who had a crush on Han Gyeol, said that she is not into him anymore. Ahn Se Min, who was almost invisible at school, became an influencer representing the school. Meanwhile, Kim Ji Woo, a transfer student who has never been existed, shows up out of the blue. All these changes break Han Gyeol's boring but peaceful routine.(Source: PlaylistStudio.kr)","['Cho Han Gyeol', 'Park Ye Jin', 'Ahn Se Min', 'Kim Ji Woo']",내리겠습니다 지구에서
542,"So Handsome Man, Si Bel Homme",Daum Kakao TV,"['Park Heung Shik', 'Seo Soo Min']",,2020-09-11,2020-10-02,Friday,2020,14,21.0,A youth web drama that focuses on the belated growth pains of once-popular fashion models. ,['Kim Han Su'],"아름다운 남자, 시벨롬"
543,The Police,,,,2020-09-11,2020-10-23,Friday,2020,7,94.0,"“The Police” is a web drama about the personal growth of a cyber investigation team as it engages in fierce conflict with a cyber criminal. Seo Ah Jin is a smart and bright university student with a strong sense of justice, leading a team of young students fighting against cyber crimes. (Sources: Soompi & Allkpop) ","['Kim Na Yun', 'Yoo Jung Hun']",더폴리스
544,A Man in a Veil,KBS2,['Shin Chang Seok'],['Lee Jung Dae'],2020-09-07,2021-02-10,"Monday, Tuesday, Wednesday, Thursday, Friday",2020,105,20.0,"After a childhood accident, Tae Poong’s development is stunted. He’s caught between two sisters, warm-hearted Yu Jung who waits for Tae Poong, and Yu Ra, Yu Jung’s twin sister who is completely different from her and uses Tae Poong for her own desires. This drama follows the intriguing story of a man navigating the challenges of love, life, and the occasional miracle.(Source: Viki) ","['Lee Chae Young', 'Lee Shi Kang', 'Kang Eun Tak', 'Uhm Hyun Kyung']",비밀의 남자
545,Record of Youth,Netflix tvN,['Ahn Gil Ho'],['Ha Myung Hee'],2020-09-07,2020-10-27,"Monday, Tuesday",2020,16,281.0,"This is a drama about the growth record of young people who strive to achieve their dreams and love without despair in a generation where dreams have become a luxury and the passionate record of young people who beeline for their dreams in their own way, presenting excitement and empathy.Sa Hye Joon is smart and handsome. He is a nice guy and a popular model, but what he really wants is to become an actor. He has auditioned for many acting roles, but hasn’t found success yet. Unfortunately, Sa Hye Joon doesn’t have much presence as an actor. Meanwhile, Ahn Jung Ha works as a make up artist. Bright and cheerful on the outside but lonely on the inside, Jung Ha takes out her stress and frustrations by fan-girling over idols.(Source: KoreanDrama.org)","['Byeon Woo Seok', 'Park Bo Gum', 'Park So Dam']",청춘기록
546,LOVE-Imong Season 2,,,,2020-09-04,2020-11-06,Friday,2020,7,111.0,,"['Kim Bum Su', 'Yoo Byung Hoon']",연애이몽2
547,Lie After Lie,Channel A,['Kim Jung Kwon'],['Kim Ji Eun'],2020-09-04,2020-10-24,"Friday, Saturday",2020,16,259.0,"Ji Eun Su is a woman who appears to have it all. Married into a super-rich family, she assumes that the rest of her life will be an easy ride.But when her husband is murdered, she is sent to prison – with a court finding her guilty of killing her spouse.However, this will be no straightforward jail sentence: She is pregnant, and gives birth to a baby girl while still behind bars.The child is taken away from her and given to foster parents, with her adoptive father Kang Ji Min, a kind-hearted, justice-loving journalist.When Kang Ji Min finds himself alone and taking sole care of the young girl, Ji Eun Su – now free from prison – concocts a plan that she believes will reunite her with her daughter.She will find a way to win Kang Ji Min’s heart – and become her own daughter’s stepmother.But the truth has a way of coming out…and if it does, how will her new family react?(Source: Viki)","['Lee Yoo Ri', 'Kwon Hwa Woon', 'Lee Il Hwa', 'Yeon Jung Hoon', 'Im Ju Eun', 'Go Na Hee']",거짓말의 거짓말
548,Love Revolution,Daum Kakao TV Viki,['Seo Joo Wan'],['Kwak Kyung Yoon'],2020-09-01,2020-12-27,"Thursday, Sunday",2020,30,42.0,"Gong Ju Young is a 17-year-old high school student who thinks he has found love at school when he falls for Wang Ja Rim at first sight. But winning her heart won’t be easy. Wang Ja Rim has earned a reputation for being cold and aloof – and, at first, seems totally unimpressed by Gong Ju Young’s garish displays of affection. But Gong Ju Young won’t be deterred so easily. Persistence is the key, he thinks—and, over time, Wang Ja Rim starts to open up to her classmate. Gong Ju Young’s best buddy since elementary school is Lee Kyung Woo. Will he prove to be a help to Gong Ju Young in his quest for Wang Ja Rim’s heart—or a hindrance? And could Wang Ja Rim’s closest friends, including the popular Oh Ah Ram, also play a role in bringing the duo together?(Source: Viki)~~Adapted from the webtoon ""Love Revolution"" (연애혁명) by Lee Yong Ka (232).","['Park Ji Hoon', 'Lee Ruby', 'Kim Young Hoon']",연애혁명
549,Amanza,Daum Kakao TV,['Han Ji Won'],['Kwak Jae Min'],2020-09-01,2020-11-03,Tuesday,2020,10,90.0,"A 26-year-old man’s life is turned upside down when he is diagnosed with terminal stomach cancer. As he struggles with the pain of his treatment and the realization that he never truly lived, he retreats into his imagination, to a magical forest where answers and miracles can be found.(Source: izone)~~ Adapted from the webtoon ""Big See"" by Kim Bo Tong. ","['Kim Ji Soo', 'Lee Seol']",아만자
550,Do You Like Brahms?,SBS,['Jo Young Min'],['Ryu Bo Ri'],2020-08-31,2020-10-20,"Monday, Tuesday",2020,16,244.0,"In defiance of her family’s opposition, Song Ah gets accepted to the music school of the same university where she originally majored in business. As she’s seven years older than her classmates, she finds her new academic life daunting and struggles to find strength. One day, she hears Joon Young playing “Träumerei,"" which comforts her. Joon Young is a talented pianist who started playing the piano when he was six. He’s been friends with Jung Kyung, the granddaughter of Kyunghoo Group’s CEO, for a long time, and is in love with her. When he decides to keep his distance from Jung Kyung, he meets Song Ah.(Source: Viki)","['Kim Min Jae', 'Park Eun Bin', 'Park Ji Hyun', 'Kim Sung Cheol']",브람스를 좋아하세요?
551,Missing: The Other Side,OCN,['Min Yeon Hong'],"['Ban Ki Ri', 'Jung So Young']",2020-08-29,2020-10-11,"Saturday, Sunday",2020,12,350.0,"A village holds the spirits of missing, deceased people. A search to find the missing bodies and discover the truth behind their disappearance occurs.Kim Wook is a smooth talker and a good-looking man. He commits fraud to make a living. One day, he happens to arrive at Duon Village, where the missing dead gather. He soon faces numerous mysteries.Jang Pan Seok is a mysterious figure. He secretly looks for missing people. He is the connection between Duon Village and the outside world. He becomes a fraud partner with Kim Wook, and he solves cases.Lee Jong Ah is Kim Wook's supporter. She is a white hat hacker out to gain social justice. She works as a low-ranking public officer at a community center as her day job.Shin Joon Ho is an elite detective. One month prior to his wedding, his fiancée Choi Yeo Na disappears. To find her, he applies for the missing person squad.(Sources: AsianWiki; edited by Mydramalist)","['Heo Joon Ho', 'Go Soo', 'Ahn So Hee', 'Ha Joon', 'Seo Eun Soo', 'Song Geon Hee']",미씽: 그들이 있었다
552,Dok Go Bin Is Updating,,['Hong Chung Gi'],,2020-08-28,2020-10-04,"Friday, Sunday",2020,12,50.0,"“Dok Go Bin Is Updating” is a comedic story of a friendship between college student Ha Deok Ho and AI robot with a heart of gold Dok Go Bin. Ha Deok Ho is a freshmen who is kind and cute, but is unable to read the room at any time. Meanwhile, Dok Go Bin was supposed to be one of the greatest works in history with the perfect combination of hardware and software but was mysteriously released with the label of “Incomplete”. Along with them, Jin Yoo Ra, is dubbed the “Goddess of social media” and is the most popular girl in school. She is also the person Ha Deok Ho has a crush on. Yang Na Ri is a president of student council. She is Ha Deok Ho's senior. Dr. Kim is highly intelligent and created Dok Go Bin with the hopes of turning his life around.","['Hwiyoung', 'Kim Nu Ri', 'Kim In Seong', 'Lee Ye Young', 'Moon Sang Hoon']",독고빈은 업뎃중
553,Alice,SBS,['Baek Soo Chan'],['Kim Kyu Won'],2020-08-28,2020-10-24,"Friday, Saturday",2020,16,262.0,"In 2050, the organization Alice was formed as a way for humans to travel into another time and parallel world. Soon, however, the ""Book of Prophecy"" was discovered, which predicted the end of travelers. In an attempt to prevent the book from falling into the wrong hands, Alice sends Yoo Min Hyuk and Yoon Tae Yi to 1992 to retrieve it from the last known keeper of the book. It was during this mission that Tae Yi realized she was pregnant with Yoo Min Hyuk's child and decided to stay to raise their child and hid from Yoo Min Hyuk by changing her name to Park Sun Young.Park Jin Gyeom, the son of Park Sun Young, is a successful detective in 2020. His path crossed with the Yoon Tae Yi of this world, a physics professor specializing in quantum and temporal mechanics, and who looks exactly like his mother. The meeting of Park Jin Gyeom and Yoon Tae Yi was the start of their journey to rediscover the Book of Prophecy and their search for answers.(Source: Snoworld at MyDramaList)","['Joo Won', 'Kim Hee Sun', 'Kwak Shi Yang', 'Lee Da In']",앨리스
554,"Legally, Dad",,,,2020-08-27,2020-10-01,Thursday,2020,6,120.0,"Orphan Ah Young is a financially struggling 23-year-old who takes care of her 8-year-old sister Dan Bi while juggling part-time jobs. One day a 28-year-old man Yoo Sang appears in front of Ah Young offering to be her dad through a signed agreement. (Source: MyDramaList)~~ Adapted from the web novel ""Legally, Dad"" (서류상 아빠) written by Addis (애디스) and illustrated by Byul (별). ","['Lee Hyun Joo', 'Min Se Woong', 'Choi Kyung Hoon', 'Lee A Ra']",서류상 아빠
555,Goedam,Netflix,['Hong Won Gi'],,"Aug 20, 2020","Aug 20, 2020",Thursday,2020,8,75.0,"When night falls on this city, shadows and spirits come alive in this horror anthology series focused on urban legends.(Source: Netflix) ","['Lee Hyun Joo', 'Seola', 'Song Chae Yun', 'An So Jin', 'Jung Young Ki', 'Joo Bo Bi']",도시괴담
556,When I Was the Most Beautiful,MBC,"['Oh Kyung Hoon', 'Song Yeon Hwa']",['Jo Hyun Kyung'],2020-08-19,2020-10-15,"Wednesday, Thursday",2020,32,66.0,"Oh Ye Ji  is a ceramic artist. She has a pure heart and relentless optimism and refuses to give up no matter the situation. She dreams of finding ordinary happiness but in a cruel twist of fate gets caught in a love triangle with two brothers, Seo Hwan and Seo Jin.Seo Hwan, an architectural designer, is an innocent young man who falls in love with Oh Ye Ji at first sight. His feelings put him at odds with his older brother Seo Jin, but he can’t let go of his fateful first love.  Seo Jin is a race car driver and the leader of his rally team. He is cool and reserved on the outside but is ruthless in the pursuit of what he desires. When he meets Oh Ye Ji for the first time at his father’s workshop, he instinctually feels attracted to her.Carry Jung, described as a femme fatale, is Seo Jin’s ex-girlfriend and marketing partner. She is charismatic, but she is also intensely jealous over her ex-lover and has a selfish and egoistic streak. She feels passionate love for Seo Jin, whose rally team she used to sponsor, and is unable to let go of him even after they break up.(Sources:  Soompi & MyDramaList)","['Im Soo Hyang', 'Hwang Seung Eon', 'Kim Ji Soo', 'Ha Seok Jin']",내가 가장 예뻤을 때
557,Twenty-Twenty,jTBC Naver TV Cast vLive,['Han Soo Ji'],['Sung So Eun'],2020-08-15,2020-10-21,"Wednesday, Saturday",2020,20,78.0,"Being forced to live under the constant pressure of her mother’s unrealistic expectations and strict control, Chae Da Hee has spent her entire life miserable. Now as a university freshman, Da Hee hopes to find a freedom she’s never had before. Determined to make a fresh start at school, Da Hee is trying her best to do just that. But trying to be herself while still attempting to live up to everyone else’s expectations of her is proving to be a lot more difficult than she originally imagined.As if dealing with her mother’s overbearing nature wasn’t hard enough, it seems to Da Hee that even her friends are trying to tell her where to go and what to do. Unable to be herself or do what she wants, Da Hee is beginning to feel suffocated by those closest to her. As she struggles to find a way out, she finds a sympathetic soul in her classmate Lee Hyun Jin. With dreams of becoming a music producer, Hyun Jin is doing everything he can to turn those dreams into reality; but it isn’t easy when he has his own set of family problems to deal with.Connected by a shared pain, Da Hee and Hyun Jin find comfort in each other. But will the outside forces in their lives allow them to draw closer or will they ultimately tear them apart?(Source: Viki)","['Kim Woo Seok', 'Chae Won Bin', 'Park Sang Nam', 'Jin Ho Eun', 'Han Sung Min', 'Chan']",트웬티트웬티
